"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.49443660320061e-07,15,144,8.28687050359712,"TRAVAGLINI LUNG CD8 NAIVE T CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_CD8_NAIVE_T_CELL"," PRF1  ADGRG1  CX3CR1  FCRL6  TBX21  FGFBP2  RUNX3  TGFBR3  C1orf21  TTC38  SPN  PLAAT4  PRSS23  IL12RB1  CHST12"
2.75838732342543e-07,14,132,8.33397932816537,"TRAVAGLINI LUNG NATURAL KILLER CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/TRAVAGLINI_LUNG_NATURAL_KILLER_CELL"," PRF1  FGFBP2  ADGRG1  RUNX3  TTC38  PRSS23  TBX21  CX3CR1  FCRL6  CEP78  C1orf21  PLAAT4  CHST12  SPN"
2.22810305478306e-06,20,369,4.55736894164194,"HAY BONE MARROW NK CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/HAY_BONE_MARROW_NK_CELLS"," PRF1  FGFBP2  TTC38  CHST12  ADGRG1  FCRL6  PRSS23  C1orf21  PLAAT4  TBX21  CEP78  RUNX3  TGFBR3  CX3CR1  ITGB7  IL12RB1  CIRBP  ERBB2  PPP2R2B  RGS9"
0.000484330919612053,11,206,5.59409492273731,"DESCARTES FETAL KIDNEY LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_KIDNEY_LYMPHOID_CELLS"," TCF7  RUNX3  LRRN3  CCR7  ICOS  PRF1  PLAAT4  FOXP3  TBX21  ATP1A3  FCRL6"
0.0214135046483187,7,310,5.59939236111111,"GAO LARGE INTESTINE ADULT CA ENTEROENDOCRINE CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/GAO_LARGE_INTESTINE_ADULT_CA_ENTEROENDOCRINE_CELLS"," B3GAT1  FBXL16  GDF11  IGFBP3  RGS9  SCAMP5  TSPAN5"
0.0214135046483187,14,403,2.95352564102564,"HAY BONE MARROW NAIVE T CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/HAY_BONE_MARROW_NAIVE_T_CELL"," LEF1  CCR7  TCF7  TRABD2A  ICOS  CD28  CORO1B  LDLRAP1  ABLIM1  TNFRSF4  LRRN3  TECR  ZC3H12D  SFMBT1"
0.0269264837249547,8,162,4.45169082125604,"DESCARTES FETAL ADRENAL LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_ADRENAL_LYMPHOID_CELLS"," RUNX3  PRF1  TCF7  CCR7  PLAAT4  TBX21  ICOS  ZNF550"
0.0269264837249547,7,162,4.9315749235474,"DESCARTES FETAL PANCREAS LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_PANCREAS_LYMPHOID_CELLS"," CCR7  TCF7  LEF1  ICOS  PRF1  FOXP3  TBX21"
0.0269264837249547,2,11,51.1944444444444,"DESCARTES FETAL SPLEEN STC2 TLX1 POSITIVE CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_SPLEEN_STC2_TLX1_POSITIVE_CELLS"," ATP1A3  FBXL16"
0.0315970686964314,8,158,3.96344086021505,"FAN EMBRYONIC CTX BRAIN NAIVE LIKE T CELL","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/FAN_EMBRYONIC_CTX_BRAIN_NAIVE_LIKE_T_CELL"," TCF7  LEF1  CCR7  ICOS  LRRN3  LDLRAP1  PLAAT4  TRABD2A"
0.0315970686964314,3,151,14.3984375,"DESCARTES FETAL ADRENAL STROMAL CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_ADRENAL_STROMAL_CELLS"," CD248  IGFBP3  PI16"
0.0315970686964314,6,110,5.17696629213483,"DESCARTES FETAL HEART LYMPHOID CELLS","HTTP://WWW.GSEA-MSIGDB.ORG/GSEA/MSIGDB/CARDS/DESCARTES_FETAL_HEART_LYMPHOID_CELLS"," TCF7  CCR7  PRF1  ICOS  FOXP3  TBX21"
